station,fold,horizon_steps,method,condition,ramp_direction,n,coverage,undercoverage_error,mean_width,normalized_width,mean_interval_score
CSGS5,q1_2020,1,clean_condition_cqr,clean,down,161,0.37267080745341613,0.527329192546584,26.279277801513672,0.2389025241136551,120.03640747070312
CSGS5,q1_2020,1,clean_condition_cqr,clean,up,173,0.2832369942196532,0.6167630057803468,23.107746124267578,0.2100704163312912,145.8568878173828
CSGS5,q1_2020,1,clean_condition_cqr,combined_outage,down,161,0.9254658385093167,0.0,62.47861099243164,0.5679873824119568,72.32231903076172
CSGS5,q1_2020,1,clean_condition_cqr,combined_outage,up,173,0.6994219653179191,0.2005780346820809,64.43669891357422,0.5857881903648376,140.17088317871094
CSGS5,q1_2020,1,clean_condition_cqr,irradiance_outage,down,161,0.968944099378882,0.0,49.365081787109375,0.44877347350120544,50.70901870727539
CSGS5,q1_2020,1,clean_condition_cqr,irradiance_outage,up,173,0.19653179190751446,0.7034682080924856,34.94972229003906,0.31772473454475403,183.98936462402344
CSGS5,q1_2020,1,clean_condition_cqr,recent_power_outage,down,161,0.968944099378882,0.0,57.17491912841797,0.5197719931602478,59.939537048339844
CSGS5,q1_2020,1,clean_condition_cqr,recent_power_outage,up,173,0.3988439306358382,0.5011560693641619,48.96711349487305,0.4451555907726288,185.47068786621094
CSGS5,q1_2020,1,clean_condition_cqr,weather_outage,down,161,0.35403726708074534,0.5459627329192547,26.05074119567871,0.2368249148130417,117.19628143310547
CSGS5,q1_2020,1,clean_condition_cqr,weather_outage,up,173,0.28901734104046245,0.6109826589595375,23.25993537902832,0.21145395934581757,144.48782348632812
CSGS5,q1_2020,1,lgbm_condition_cqr,clean,down,161,0.5527950310559007,0.34720496894409936,32.00095748901367,0.2909177839756012,82.65292358398438
CSGS5,q1_2020,1,lgbm_condition_cqr,clean,up,173,0.4624277456647399,0.43757225433526015,29.80057716369629,0.27091434597969055,108.65726470947266
CSGS5,q1_2020,1,lgbm_condition_cqr,combined_outage,down,161,0.9192546583850931,0.0,61.87263870239258,0.5624785423278809,70.81752014160156
CSGS5,q1_2020,1,lgbm_condition_cqr,combined_outage,up,173,0.6936416184971098,0.2063583815028902,62.89475631713867,0.5717704892158508,138.9950714111328
CSGS5,q1_2020,1,lgbm_condition_cqr,irradiance_outage,down,161,0.9006211180124224,0.0,38.58583068847656,0.35078027844429016,47.67771911621094
CSGS5,q1_2020,1,lgbm_condition_cqr,irradiance_outage,up,173,0.4277456647398844,0.4722543352601156,34.66782760620117,0.3151620626449585,124.131591796875
CSGS5,q1_2020,1,lgbm_condition_cqr,recent_power_outage,down,161,0.937888198757764,0.0,61.65839767456055,0.5605309009552002,67.76323699951172
CSGS5,q1_2020,1,lgbm_condition_cqr,recent_power_outage,up,173,0.6820809248554913,0.2179190751445087,61.37803649902344,0.5579821467399597,137.34092712402344
CSGS5,q1_2020,1,lgbm_condition_cqr,weather_outage,down,161,0.546583850931677,0.35341614906832297,32.465904235839844,0.29514458775520325,81.93122863769531
CSGS5,q1_2020,1,lgbm_condition_cqr,weather_outage,up,173,0.47398843930635837,0.42601156069364166,30.088415145874023,0.273531049489975,104.98303985595703
CSGS5,q1_2020,1,oracle_ramp_mondrian,clean,down,161,0.906832298136646,0.0,52.402950286865234,0.47639045119285583,63.93343734741211
CSGS5,q1_2020,1,oracle_ramp_mondrian,clean,up,173,0.8439306358381503,0.05606936416184971,51.49757385253906,0.4681597650051117,67.73017883300781
CSGS5,q1_2020,1,oracle_ramp_mondrian,combined_outage,down,161,0.8881987577639752,0.011801242236024856,55.91509246826172,0.5083190202713013,81.81073760986328
CSGS5,q1_2020,1,oracle_ramp_mondrian,combined_outage,up,173,0.861271676300578,0.03872832369942203,54.144683837890625,0.49222439527511597,70.74297332763672
CSGS5,q1_2020,1,oracle_ramp_mondrian,irradiance_outage,down,161,0.9254658385093167,0.0,52.18730163574219,0.47443002462387085,62.49930953979492
CSGS5,q1_2020,1,oracle_ramp_mondrian,irradiance_outage,up,173,0.861271676300578,0.03872832369942203,51.48023223876953,0.4680021107196808,70.76526641845703
CSGS5,q1_2020,1,oracle_ramp_mondrian,recent_power_outage,down,161,0.9006211180124224,0.0,53.73384094238281,0.48848944902420044,67.62179565429688
CSGS5,q1_2020,1,oracle_ramp_mondrian,recent_power_outage,up,173,0.8901734104046243,0.009826589595375745,54.666900634765625,0.49697181582450867,70.20530700683594
CSGS5,q1_2020,1,oracle_ramp_mondrian,weather_outage,down,161,0.9192546583850931,0.0,51.32059097290039,0.4665508270263672,61.65863800048828
CSGS5,q1_2020,1,oracle_ramp_mondrian,weather_outage,up,173,0.8554913294797688,0.04450867052023122,51.23735427856445,0.4657941162586212,67.23188018798828
CSGS5,q1_2020,1,persistence_condition_cqr,clean,down,161,0.0,0.9,14.280000686645508,0.12981818616390228,257.5011291503906
CSGS5,q1_2020,1,persistence_condition_cqr,clean,up,173,0.0,0.9,14.184972763061523,0.12895429134368896,243.825439453125
CSGS5,q1_2020,1,persistence_condition_cqr,combined_outage,down,161,0.8074534161490683,0.09254658385093173,70.33484649658203,0.6394076943397522,
CSGS5,q1_2020,1,persistence_condition_cqr,combined_outage,up,173,0.5549132947976878,0.3450867052023122,63.7113037109375,0.579193651676178,
CSGS5,q1_2020,1,persistence_condition_cqr,irradiance_outage,down,161,0.0,0.9,14.280000686645508,0.12981818616390228,257.5011291503906
CSGS5,q1_2020,1,persistence_condition_cqr,irradiance_outage,up,173,0.0,0.9,14.184972763061523,0.12895429134368896,243.825439453125
CSGS5,q1_2020,1,persistence_condition_cqr,recent_power_outage,down,161,0.8074534161490683,0.09254658385093173,70.33484649658203,0.6394076943397522,
CSGS5,q1_2020,1,persistence_condition_cqr,recent_power_outage,up,173,0.5549132947976878,0.3450867052023122,63.7113037109375,0.579193651676178,
CSGS5,q1_2020,1,persistence_condition_cqr,weather_outage,down,161,0.0,0.9,14.280000686645508,0.12981818616390228,257.5011291503906
CSGS5,q1_2020,1,persistence_condition_cqr,weather_outage,up,173,0.0,0.9,14.184972763061523,0.12895429134368896,243.825439453125
CSGS5,q1_2020,1,robust_condition_cqr,clean,down,161,0.6086956521739131,0.29130434782608694,32.1854248046875,0.2925947606563568,87.67134094238281
CSGS5,q1_2020,1,robust_condition_cqr,clean,up,173,0.5260115606936416,0.3739884393063584,31.803306579589844,0.28912097215652466,107.0684814453125
CSGS5,q1_2020,1,robust_condition_cqr,combined_outage,down,161,0.7515527950310559,0.14844720496894415,36.669960021972656,0.33336326479911804,96.35528564453125
CSGS5,q1_2020,1,robust_condition_cqr,combined_outage,up,173,0.6069364161849711,0.29306358381502895,34.827510833740234,0.31661373376846313,101.22527313232422
CSGS5,q1_2020,1,robust_condition_cqr,irradiance_outage,down,161,0.6956521739130435,0.20434782608695656,34.66794967651367,0.31516316533088684,74.67620849609375
CSGS5,q1_2020,1,robust_condition_cqr,irradiance_outage,up,173,0.5606936416184971,0.3393063583815029,34.27390670776367,0.31158095598220825,100.4427261352539
CSGS5,q1_2020,1,robust_condition_cqr,recent_power_outage,down,161,0.7080745341614907,0.19192546583850933,36.044158935546875,0.32767418026924133,81.72389221191406
CSGS5,q1_2020,1,robust_condition_cqr,recent_power_outage,up,173,0.6242774566473989,0.27572254335260116,37.1928596496582,0.33811691403388977,92.61146545410156
CSGS5,q1_2020,1,robust_condition_cqr,weather_outage,down,161,0.6086956521739131,0.29130434782608694,31.70903205871582,0.2882639169692993,85.24333190917969
CSGS5,q1_2020,1,robust_condition_cqr,weather_outage,up,173,0.5144508670520231,0.3855491329479769,32.10662841796875,0.29187843203544617,105.14425659179688
CSGS5,q1_2020,1,robust_local_cqr,clean,down,161,0.7142857142857143,0.18571428571428572,38.91447448730469,0.3537679612636566,72.04381561279297
CSGS5,q1_2020,1,robust_local_cqr,clean,up,173,0.630057803468208,0.26994219653179197,37.860206604003906,0.34418368339538574,91.3528060913086
CSGS5,q1_2020,1,robust_local_cqr,combined_outage,down,161,0.7950310559006211,0.10496894409937896,42.859947204589844,0.3896358907222748,90.58688354492188
CSGS5,q1_2020,1,robust_local_cqr,combined_outage,up,173,0.6820809248554913,0.2179190751445087,39.3654899597168,0.35786810517311096,86.2011947631836
CSGS5,q1_2020,1,robust_local_cqr,irradiance_outage,down,161,0.7453416149068323,0.15465838509316776,38.95823287963867,0.3541657626628876,68.12122344970703
CSGS5,q1_2020,1,robust_local_cqr,irradiance_outage,up,173,0.6589595375722543,0.24104046242774568,38.34691619873047,0.3486083149909973,89.710205078125
CSGS5,q1_2020,1,robust_local_cqr,recent_power_outage,down,161,0.7515527950310559,0.14844720496894415,38.816829681396484,0.3528802692890167,76.85318756103516
CSGS5,q1_2020,1,robust_local_cqr,recent_power_outage,up,173,0.6763005780346821,0.2236994219653179,40.46397018432617,0.3678542673587799,85.3501205444336
CSGS5,q1_2020,1,robust_local_cqr,weather_outage,down,161,0.7204968944099379,0.1795031055900621,38.473087310791016,0.34975534677505493,69.00596618652344
CSGS5,q1_2020,1,robust_local_cqr,weather_outage,up,173,0.6416184971098265,0.2583815028901735,38.33549118041992,0.3485044538974762,87.44636535644531
CSGS5,q1_2020,1,robust_risk_mondrian,clean,down,161,0.6521739130434783,0.24782608695652175,34.51591110229492,0.3137810230255127,81.63573455810547
CSGS5,q1_2020,1,robust_risk_mondrian,clean,up,173,0.5838150289017341,0.31618497109826593,33.93608856201172,0.308509886264801,99.8719482421875
CSGS5,q1_2020,1,robust_risk_mondrian,combined_outage,down,161,0.7577639751552795,0.14223602484472053,37.43899154663086,0.34035447239875793,94.74327087402344
CSGS5,q1_2020,1,robust_risk_mondrian,combined_outage,up,173,0.6069364161849711,0.29306358381502895,35.59907150268555,0.32362791895866394,98.03111267089844
CSGS5,q1_2020,1,robust_risk_mondrian,irradiance_outage,down,161,0.6956521739130435,0.20434782608695656,35.00447463989258,0.3182224929332733,74.03211975097656
CSGS5,q1_2020,1,robust_risk_mondrian,irradiance_outage,up,173,0.5664739884393064,0.3335260115606936,34.56012725830078,0.31418296694755554,99.45345306396484
CSGS5,q1_2020,1,robust_risk_mondrian,recent_power_outage,down,161,0.7080745341614907,0.19192546583850933,36.044158935546875,0.32767418026924133,81.72389221191406
CSGS5,q1_2020,1,robust_risk_mondrian,recent_power_outage,up,173,0.6242774566473989,0.27572254335260116,37.1928596496582,0.33811691403388977,92.61146545410156
CSGS5,q1_2020,1,robust_risk_mondrian,weather_outage,down,161,0.6273291925465838,0.2726708074534162,32.93180465698242,0.29938003420829773,81.84349822998047
CSGS5,q1_2020,1,robust_risk_mondrian,weather_outage,up,173,0.5491329479768786,0.3508670520231214,33.22228240966797,0.30202075839042664,101.07542419433594
CSGS5,q1_2020,1,robust_rolling_cqr,clean,down,161,0.6149068322981367,0.2850931677018633,32.67403793334961,0.29703670740127563,86.29097747802734
CSGS5,q1_2020,1,robust_rolling_cqr,clean,up,173,0.5375722543352601,0.3624277456647399,32.26431655883789,0.2933119833469391,105.58796691894531
CSGS5,q1_2020,1,robust_rolling_cqr,combined_outage,down,161,0.8695652173913043,0.0304347826086957,56.019264221191406,0.5092660188674927,81.33908081054688
CSGS5,q1_2020,1,robust_rolling_cqr,combined_outage,up,173,0.8439306358381503,0.05606936416184971,54.51121139526367,0.49555647373199463,72.12606048583984
CSGS5,q1_2020,1,robust_rolling_cqr,irradiance_outage,down,161,0.7018633540372671,0.19813664596273295,35.005489349365234,0.3182317316532135,74.18966674804688
CSGS5,q1_2020,1,robust_rolling_cqr,irradiance_outage,up,173,0.5664739884393064,0.3335260115606936,34.581459045410156,0.3143768906593323,99.63445281982422
CSGS5,q1_2020,1,robust_rolling_cqr,recent_power_outage,down,161,0.7267080745341615,0.1732919254658385,37.30155944824219,0.33910509943962097,79.86805725097656
CSGS5,q1_2020,1,robust_rolling_cqr,recent_power_outage,up,173,0.653179190751445,0.24682080924855498,38.44878005981445,0.34953436255455017,89.45576477050781
CSGS5,q1_2020,1,robust_rolling_cqr,weather_outage,down,161,0.6149068322981367,0.2850931677018633,32.133785247802734,0.29212531447410583,84.15342712402344
CSGS5,q1_2020,1,robust_rolling_cqr,weather_outage,up,173,0.5260115606936416,0.3739884393063584,32.47215270996094,0.2952013909816742,103.77865600585938
CSGS5,q1_2020,4,clean_condition_cqr,clean,down,266,0.6954887218045113,0.20451127819548875,29.854198455810547,0.2714017927646637,82.08189392089844
CSGS5,q1_2020,4,clean_condition_cqr,clean,up,277,0.5631768953068592,0.3368231046931408,39.26373291015625,0.3569430410861969,147.60511779785156
CSGS5,q1_2020,4,clean_condition_cqr,combined_outage,down,266,0.9887218045112782,0.0,51.97471618652344,0.47249743342399597,53.231201171875
CSGS5,q1_2020,4,clean_condition_cqr,combined_outage,up,277,0.7220216606498195,0.17797833935018048,68.0655746459961,0.6187779307365417,133.88885498046875
CSGS5,q1_2020,4,clean_condition_cqr,irradiance_outage,down,266,0.9624060150375939,0.0,39.65017318725586,0.36045610904693604,41.514156341552734
CSGS5,q1_2020,4,clean_condition_cqr,irradiance_outage,up,277,0.4981949458483754,0.4018050541516246,44.23225402832031,0.4021114110946655,185.3973388671875
CSGS5,q1_2020,4,clean_condition_cqr,recent_power_outage,down,266,0.9699248120300752,0.0,41.949825286865234,0.38136205077171326,43.19813919067383
CSGS5,q1_2020,4,clean_condition_cqr,recent_power_outage,up,277,0.4151624548736462,0.4848375451263538,45.13134002685547,0.4102849066257477,230.8799285888672
CSGS5,q1_2020,4,clean_condition_cqr,weather_outage,down,266,0.6954887218045113,0.20451127819548875,30.825834274291992,0.28023484349250793,77.54627227783203
CSGS5,q1_2020,4,clean_condition_cqr,weather_outage,up,277,0.5487364620938628,0.3512635379061372,39.16444396972656,0.3560403883457184,143.1218719482422
CSGS5,q1_2020,4,lgbm_condition_cqr,clean,down,266,0.7556390977443609,0.14436090225563913,31.583261489868164,0.2871205508708954,56.847877502441406
CSGS5,q1_2020,4,lgbm_condition_cqr,clean,up,277,0.3862815884476534,0.5137184115523465,39.07368850708008,0.3552153408527374,152.6159210205078
CSGS5,q1_2020,4,lgbm_condition_cqr,combined_outage,down,266,0.9924812030075187,0.0,47.7114372253418,0.4337403476238251,48.144920349121094
CSGS5,q1_2020,4,lgbm_condition_cqr,combined_outage,up,277,0.6642599277978339,0.23574007220216608,61.29547119140625,0.5572315454483032,132.7914276123047
CSGS5,q1_2020,4,lgbm_condition_cqr,irradiance_outage,down,266,0.9473684210526315,0.0,34.953006744384766,0.3177545964717865,39.431453704833984
CSGS5,q1_2020,4,lgbm_condition_cqr,irradiance_outage,up,277,0.3285198555956679,0.5714801444043321,41.87286376953125,0.3806624114513397,159.97091674804688
CSGS5,q1_2020,4,lgbm_condition_cqr,recent_power_outage,down,266,0.9924812030075187,0.0,46.98442840576172,0.42713117599487305,47.49330139160156
CSGS5,q1_2020,4,lgbm_condition_cqr,recent_power_outage,up,277,0.6389891696750902,0.2610108303249098,59.3682861328125,0.5397117137908936,135.3670196533203
CSGS5,q1_2020,4,lgbm_condition_cqr,weather_outage,down,266,0.7631578947368421,0.13684210526315788,31.935773849487305,0.29032522439956665,56.19871139526367
CSGS5,q1_2020,4,lgbm_condition_cqr,weather_outage,up,277,0.3140794223826715,0.5859205776173285,38.135108947753906,0.3466828167438507,163.76531982421875
CSGS5,q1_2020,4,oracle_ramp_mondrian,clean,down,266,0.9210526315789473,0.0,47.13714599609375,0.42851951718330383,54.56538391113281
CSGS5,q1_2020,4,oracle_ramp_mondrian,clean,up,277,0.8844765342960289,0.015523465703971118,65.8909683227539,0.5990087985992432,89.60741424560547
CSGS5,q1_2020,4,oracle_ramp_mondrian,combined_outage,down,266,0.9511278195488722,0.0,52.503761291503906,0.47730693221092224,60.89311981201172
CSGS5,q1_2020,4,oracle_ramp_mondrian,combined_outage,up,277,0.8736462093862816,0.026353790613718453,65.01336669921875,0.5910305976867676,94.57574462890625
CSGS5,q1_2020,4,oracle_ramp_mondrian,irradiance_outage,down,266,0.9511278195488722,0.0,51.439414978027344,0.4676310420036316,55.10316467285156
CSGS5,q1_2020,4,oracle_ramp_mondrian,irradiance_outage,up,277,0.8736462093862816,0.026353790613718453,68.05867004394531,0.6187151670455933,92.07052612304688
CSGS5,q1_2020,4,oracle_ramp_mondrian,recent_power_outage,down,266,0.9210526315789473,0.0,46.538761138916016,0.42307963967323303,58.35287094116211
CSGS5,q1_2020,4,oracle_ramp_mondrian,recent_power_outage,up,277,0.8592057761732852,0.040794223826714826,60.15949249267578,0.5469045042991638,87.87244415283203
CSGS5,q1_2020,4,oracle_ramp_mondrian,weather_outage,down,266,0.9172932330827067,0.0,46.95321273803711,0.4268473982810974,55.235984802246094
CSGS5,q1_2020,4,oracle_ramp_mondrian,weather_outage,up,277,0.8736462093862816,0.026353790613718453,64.84188079833984,0.5894716382026672,90.36927795410156
CSGS5,q1_2020,4,persistence_condition_cqr,clean,down,266,0.0,0.9,42.417823791503906,0.38561657071113586,201.84939575195312
CSGS5,q1_2020,4,persistence_condition_cqr,clean,up,277,0.0,0.9,37.92104721069336,0.344736784696579,223.04379272460938
CSGS5,q1_2020,4,persistence_condition_cqr,combined_outage,down,266,0.6240601503759399,0.27593984962406015,83.55439758300781,0.759585440158844,156.32357788085938
CSGS5,q1_2020,4,persistence_condition_cqr,combined_outage,up,277,0.20577617328519857,0.6942238267148014,66.12825775146484,0.6011659502983093,
CSGS5,q1_2020,4,persistence_condition_cqr,irradiance_outage,down,266,0.0,0.9,42.417823791503906,0.38561657071113586,201.84939575195312
CSGS5,q1_2020,4,persistence_condition_cqr,irradiance_outage,up,277,0.0,0.9,37.92104721069336,0.344736784696579,223.04379272460938
CSGS5,q1_2020,4,persistence_condition_cqr,recent_power_outage,down,266,0.6240601503759399,0.27593984962406015,83.55439758300781,0.759585440158844,156.32357788085938
CSGS5,q1_2020,4,persistence_condition_cqr,recent_power_outage,up,277,0.20577617328519857,0.6942238267148014,66.12825775146484,0.6011659502983093,
CSGS5,q1_2020,4,persistence_condition_cqr,weather_outage,down,266,0.0,0.9,42.417823791503906,0.38561657071113586,201.84939575195312
CSGS5,q1_2020,4,persistence_condition_cqr,weather_outage,up,277,0.0,0.9,37.92104721069336,0.344736784696579,223.04379272460938
CSGS5,q1_2020,4,robust_condition_cqr,clean,down,266,0.7819548872180451,0.11804511278195495,30.732877731323242,0.27938979864120483,62.17211151123047
CSGS5,q1_2020,4,robust_condition_cqr,clean,up,277,0.740072202166065,0.15992779783393507,48.82543182373047,0.443867564201355,104.55435180664062
CSGS5,q1_2020,4,robust_condition_cqr,combined_outage,down,266,0.8270676691729323,0.07293233082706774,35.7208137512207,0.3247346580028534,65.49961853027344
CSGS5,q1_2020,4,robust_condition_cqr,combined_outage,up,277,0.703971119133574,0.196028880866426,45.44087219238281,0.41309884190559387,113.45558166503906
CSGS5,q1_2020,4,robust_condition_cqr,irradiance_outage,down,266,0.8157894736842105,0.08421052631578951,34.83505630493164,0.3166823387145996,57.89114761352539
CSGS5,q1_2020,4,robust_condition_cqr,irradiance_outage,up,277,0.7328519855595668,0.16714801444043326,50.271934509277344,0.45701760053634644,109.6637191772461
CSGS5,q1_2020,4,robust_condition_cqr,recent_power_outage,down,266,0.8270676691729323,0.07293233082706774,33.1698112487793,0.3015437424182892,63.86941146850586
CSGS5,q1_2020,4,robust_condition_cqr,recent_power_outage,up,277,0.7111913357400722,0.18880866425992782,45.38752746582031,0.4126138985157013,104.683349609375
CSGS5,q1_2020,4,robust_condition_cqr,weather_outage,down,266,0.7631578947368421,0.13684210526315788,31.528518676757812,0.28662291169166565,62.70585632324219
CSGS5,q1_2020,4,robust_condition_cqr,weather_outage,up,277,0.7256317689530686,0.17436823104693144,49.060489654541016,0.4460044503211975,104.98124694824219
CSGS5,q1_2020,4,robust_local_cqr,clean,down,266,0.8421052631578947,0.05789473684210533,34.2829475402832,0.3116631507873535,53.59417724609375
CSGS5,q1_2020,4,robust_local_cqr,clean,up,277,0.8086642599277978,0.09133574007220224,54.870094299316406,0.4988190531730652,99.3099365234375
CSGS5,q1_2020,4,robust_local_cqr,combined_outage,down,266,0.868421052631579,0.03157894736842104,39.49972152709961,0.35908839106559753,58.234920501708984
CSGS5,q1_2020,4,robust_local_cqr,combined_outage,up,277,0.7942238267148014,0.10577617328519862,49.64830017089844,0.4513481855392456,104.52838134765625
CSGS5,q1_2020,4,robust_local_cqr,irradiance_outage,down,266,0.8721804511278195,0.027819548872180522,38.39189529418945,0.3490172326564789,50.88981628417969
CSGS5,q1_2020,4,robust_local_cqr,irradiance_outage,up,277,0.8050541516245487,0.09494584837545128,56.91767120361328,0.5174333453178406,104.33108520507812
CSGS5,q1_2020,4,robust_local_cqr,recent_power_outage,down,266,0.8571428571428571,0.04285714285714293,36.18489456176758,0.3289535939693451,57.49956130981445
CSGS5,q1_2020,4,robust_local_cqr,recent_power_outage,up,277,0.7870036101083032,0.1129963898916968,51.63432312011719,0.469402939081192,95.55120086669922
CSGS5,q1_2020,4,robust_local_cqr,weather_outage,down,266,0.8233082706766918,0.07669172932330826,34.31761169433594,0.311978280544281,55.38200378417969
CSGS5,q1_2020,4,robust_local_cqr,weather_outage,up,277,0.7978339350180506,0.10216606498194947,54.44575119018555,0.49496138095855713,98.97898864746094
CSGS5,q1_2020,4,robust_risk_mondrian,clean,down,266,0.8383458646616542,0.06165413533834585,35.93973159790039,0.3267248272895813,57.640602111816406
CSGS5,q1_2020,4,robust_risk_mondrian,clean,up,277,0.7870036101083032,0.1129963898916968,53.41969680786133,0.48563361167907715,100.30509948730469
CSGS5,q1_2020,4,robust_risk_mondrian,combined_outage,down,266,0.8345864661654135,0.06541353383458648,36.169342041015625,0.32881221175193787,61.26124572753906
CSGS5,q1_2020,4,robust_risk_mondrian,combined_outage,up,277,0.7617328519855595,0.1382671480144405,47.52643585205078,0.43205851316452026,106.77120971679688
CSGS5,q1_2020,4,robust_risk_mondrian,irradiance_outage,down,266,0.8796992481203008,0.020300751879699264,40.871910095214844,0.37156280875205994,54.44291687011719
CSGS5,q1_2020,4,robust_risk_mondrian,irradiance_outage,up,277,0.776173285198556,0.12382671480144403,55.806148529052734,0.5073286294937134,106.89311218261719
CSGS5,q1_2020,4,robust_risk_mondrian,recent_power_outage,down,266,0.8308270676691729,0.06917293233082711,33.673622131347656,0.306123822927475,62.88164520263672
CSGS5,q1_2020,4,robust_risk_mondrian,recent_power_outage,up,277,0.7256317689530686,0.17436823104693144,47.24732208251953,0.4295211136341095,104.88304138183594
CSGS5,q1_2020,4,robust_risk_mondrian,weather_outage,down,266,0.8421052631578947,0.05789473684210533,37.87776184082031,0.34434327483177185,56.820438385009766
CSGS5,q1_2020,4,robust_risk_mondrian,weather_outage,up,277,0.8086642599277978,0.09133574007220224,54.46815872192383,0.495165079832077,99.464111328125
CSGS5,q1_2020,4,robust_rolling_cqr,clean,down,266,0.8007518796992481,0.09924812030075192,31.96462631225586,0.29058751463890076,61.371376037597656
CSGS5,q1_2020,4,robust_rolling_cqr,clean,up,277,0.7545126353790613,0.1454873646209387,50.007965087890625,0.45461785793304443,102.90985870361328
CSGS5,q1_2020,4,robust_rolling_cqr,combined_outage,down,266,0.9511278195488722,0.0,52.98391342163086,0.48167192935943604,63.227054595947266
CSGS5,q1_2020,4,robust_rolling_cqr,combined_outage,up,277,0.8808664259927798,0.019133574007220266,65.90011596679688,0.5990919470787048,94.52762603759766
CSGS5,q1_2020,4,robust_rolling_cqr,irradiance_outage,down,266,0.8421052631578947,0.05789473684210533,36.110836029052734,0.32828032970428467,57.38060760498047
CSGS5,q1_2020,4,robust_rolling_cqr,irradiance_outage,up,277,0.7509025270758123,0.14909747292418774,51.516544342041016,0.4683322310447693,107.9875717163086
CSGS5,q1_2020,4,robust_rolling_cqr,recent_power_outage,down,266,0.8533834586466166,0.046616541353383445,36.39932632446289,0.33090296387672424,62.254302978515625
CSGS5,q1_2020,4,robust_rolling_cqr,recent_power_outage,up,277,0.7545126353790613,0.1454873646209387,48.75081253051758,0.44318920373916626,98.90618133544922
CSGS5,q1_2020,4,robust_rolling_cqr,weather_outage,down,266,0.7593984962406015,0.1406015037593985,32.10645294189453,0.2918768525123596,62.872135162353516
CSGS5,q1_2020,4,robust_rolling_cqr,weather_outage,up,277,0.7328519855595668,0.16714801444043326,49.54297637939453,0.45039069652557373,103.7974853515625
CSGS5,q2_2020,1,clean_condition_cqr,clean,down,332,0.3855421686746988,0.5144578313253012,27.440570831298828,0.24945972859859467,122.08125305175781
CSGS5,q2_2020,1,clean_condition_cqr,clean,up,326,0.4539877300613497,0.44601226993865034,28.22942352294922,0.25663113594055176,110.36821746826172
CSGS5,q2_2020,1,clean_condition_cqr,combined_outage,down,332,0.9728915662650602,0.0,69.62794494628906,0.6329813003540039,71.8748550415039
CSGS5,q2_2020,1,clean_condition_cqr,combined_outage,up,326,0.7177914110429447,0.18220858895705527,70.77136993408203,0.6433761119842529,123.59854125976562
CSGS5,q2_2020,1,clean_condition_cqr,irradiance_outage,down,332,0.9819277108433735,0.0,51.949546813964844,0.47226861119270325,52.798744201660156
CSGS5,q2_2020,1,clean_condition_cqr,irradiance_outage,up,326,0.3159509202453988,0.5840490797546012,42.85619354248047,0.38960176706314087,154.87301635742188
CSGS5,q2_2020,1,clean_condition_cqr,recent_power_outage,down,332,0.9909638554216867,0.0,67.0951156616211,0.6099556088447571,67.6160659790039
CSGS5,q2_2020,1,clean_condition_cqr,recent_power_outage,up,326,0.5368098159509203,0.36319018404907977,59.29092025756836,0.539008378982544,141.107666015625
CSGS5,q2_2020,1,clean_condition_cqr,weather_outage,down,332,0.37349397590361444,0.5265060240963856,27.62974739074707,0.2511795163154602,123.623046875
CSGS5,q2_2020,1,clean_condition_cqr,weather_outage,up,326,0.4294478527607362,0.4705521472392638,28.146148681640625,0.25587406754493713,112.98941040039062
CSGS5,q2_2020,1,lgbm_condition_cqr,clean,down,332,0.5843373493975904,0.3156626506024096,33.55317687988281,0.30502888560295105,79.677490234375
CSGS5,q2_2020,1,lgbm_condition_cqr,clean,up,326,0.5552147239263804,0.34478527607361964,35.321197509765625,0.3211017847061157,91.5947265625
CSGS5,q2_2020,1,lgbm_condition_cqr,combined_outage,down,332,0.9819277108433735,0.0,68.90996551513672,0.62645423412323,70.14973449707031
CSGS5,q2_2020,1,lgbm_condition_cqr,combined_outage,up,326,0.7147239263803681,0.18527607361963194,69.95459747314453,0.6359508633613586,117.65131378173828
CSGS5,q2_2020,1,lgbm_condition_cqr,irradiance_outage,down,332,0.9307228915662651,0.0,42.59434127807617,0.3872212767601013,48.09320831298828
CSGS5,q2_2020,1,lgbm_condition_cqr,irradiance_outage,up,326,0.5766871165644172,0.32331288343558284,43.84490203857422,0.3985900282859802,97.02295684814453
CSGS5,q2_2020,1,lgbm_condition_cqr,recent_power_outage,down,332,0.9969879518072289,0.0,73.03843688964844,0.6639857888221741,73.3255844116211
CSGS5,q2_2020,1,lgbm_condition_cqr,recent_power_outage,up,326,0.754601226993865,0.14539877300613502,70.06010437011719,0.6369100213050842,103.6102523803711
CSGS5,q2_2020,1,lgbm_condition_cqr,weather_outage,down,332,0.5813253012048193,0.31867469879518073,33.383888244628906,0.30348989367485046,81.93029022216797
CSGS5,q2_2020,1,lgbm_condition_cqr,weather_outage,up,326,0.5644171779141104,0.33558282208588963,35.1655387878418,0.3196867108345032,90.8155517578125
CSGS5,q2_2020,1,oracle_ramp_mondrian,clean,down,332,0.8855421686746988,0.014457831325301207,52.69574737548828,0.47905224561691284,63.0546760559082
CSGS5,q2_2020,1,oracle_ramp_mondrian,clean,up,326,0.9233128834355828,0.0,54.29331588745117,0.4935756027698517,61.66895294189453
CSGS5,q2_2020,1,oracle_ramp_mondrian,combined_outage,down,332,0.9246987951807228,0.0,57.039146423339844,0.518537700176239,64.31073760986328
