station,fold,horizon_steps,method,worst_undercoverage,mean_abs_coverage_error,mean_normalized_width,mean_normalized_interval_score
CSGS6,q4_2020,1,robust_rolling_cqr,0.37368421052631584,0.1992026089579249,0.19476416153073348,0.48883253816361927
CSGS6,q4_2020,4,clean_condition_cqr,0.07659574468085106,0.04818503930236158,0.32162406062765303,0.4233296217370254
CSGS6,q4_2020,4,lgbm_condition_cqr,0.09787234042553195,0.05663805707012505,0.3299746821816656,0.38704205896862487
CSGS6,q4_2020,4,oracle_ramp_mondrian,0.0,0.051369820602349514,0.270260568017556,0.33804862292000093
CSGS6,q4_2020,4,persistence_condition_cqr,0.674468085106383,0.32435387605565974,0.4689876531150688,0.981700689661045
CSGS6,q4_2020,4,robust_condition_cqr,0.043617021276595724,0.04384165534322917,0.22099555167073354,0.3347172871850567
CSGS6,q4_2020,4,robust_local_cqr,0.005319148936170248,0.04364944357488089,0.24426924755424279,0.33455950645621296
CSGS6,q4_2020,4,robust_risk_mondrian,0.009574468085106425,0.04036696537608144,0.24165743268346213,0.3362680735446822
CSGS6,q4_2020,4,robust_rolling_cqr,0.09148936170212774,0.05582010354495263,0.18704887077673668,0.33474843962902023
CSGS7,q1_2020,1,clean_condition_cqr,0.4719178082191781,0.1535747150475792,0.41979429416361463,0.7813951396549362
CSGS7,q1_2020,1,lgbm_condition_cqr,0.31952054794520546,0.1189211021645927,0.4268664526380621,0.6726991898441445
CSGS7,q1_2020,1,oracle_ramp_mondrian,0.042123287671232856,0.03798154344870856,0.34796329687466704,0.45698612187258814
CSGS7,q1_2020,1,persistence_condition_cqr,0.8297945205479452,0.2876694029070375,0.4041496840473524,1.0775538236284066
CSGS7,q1_2020,1,robust_condition_cqr,0.35376712328767124,0.17818414723413153,0.2512958561829588,0.6141525412940989
CSGS7,q1_2020,1,robust_local_cqr,0.19452054794520546,0.12185898776534562,0.30422819972085824,0.5183638653099114
CSGS7,q1_2020,1,robust_risk_mondrian,0.23219178082191783,0.1349890201819513,0.2951567810739893,0.5387019335410204
CSGS7,q1_2020,1,robust_rolling_cqr,0.3486301369863014,0.1766535083132908,0.25707750384091654,0.6049400960051694
CSGS7,q1_2020,4,clean_condition_cqr,0.0906614785992218,0.050458234719937954,0.38769165863463473,0.5398771079583942
CSGS7,q1_2020,4,lgbm_condition_cqr,0.08144329896907221,0.04562472716632885,0.3866341500569891,0.4496369163943063
CSGS7,q1_2020,4,oracle_ramp_mondrian,0.0258869306477455,0.023967644581198832,0.30489701153998316,0.38985360580566225
CSGS7,q1_2020,4,persistence_condition_cqr,0.2326460481099657,0.12056543328149986,0.5995788655753443,0.8541537396439096
CSGS7,q1_2020,4,robust_condition_cqr,0.06082474226804124,0.04367262633722911,0.253707101287615,0.3925421852891146
CSGS7,q1_2020,4,robust_local_cqr,0.02989690721649485,0.03903334882831949,0.28921534288064055,0.3777003593849409
CSGS7,q1_2020,4,robust_risk_mondrian,0.0374570446735395,0.030539626657353946,0.27878886834899874,0.3858221936092071
CSGS7,q1_2020,4,robust_rolling_cqr,0.07044673539518898,0.043882524408535926,0.249028419501334,0.3951183921266378
CSGS7,q2_2020,1,clean_condition_cqr,0.4584577114427861,0.15500673921230498,0.4113763060509951,0.6442571619124788
CSGS7,q2_2020,1,lgbm_condition_cqr,0.22711442786069658,0.10308358605379478,0.4365671204163778,0.5500110357558856
CSGS7,q2_2020,1,oracle_ramp_mondrian,0.008764940239043839,0.04724950942498661,0.3672777848427161,0.40592709109982206
CSGS7,q2_2020,1,persistence_condition_cqr,0.8925373134328358,0.3205123783473073,0.4093044753684169,0.964248087540566
CSGS7,q2_2020,1,robust_condition_cqr,0.2843283582089553,0.14304206061326835,0.2525146271221451,0.47630995351362665
CSGS7,q2_2020,1,robust_local_cqr,0.12388059701492538,0.08343402509365525,0.3015733729023749,0.42392541720927845
CSGS7,q2_2020,1,robust_risk_mondrian,0.14875621890547264,0.09190432300648153,0.2916231153826101,0.4315716301163731
CSGS7,q2_2020,1,robust_rolling_cqr,0.2768656716417911,0.14362123644724584,0.2546630457056583,0.47481197178189305
CSGS7,q2_2020,4,clean_condition_cqr,0.2402450518378888,0.09842326858601974,0.40259121165373807,0.5741950152734928
CSGS7,q2_2020,4,lgbm_condition_cqr,0.06682375117813388,0.05552814728201579,0.4151762350330916,0.47503790876309127
CSGS7,q2_2020,4,oracle_ramp_mondrian,0.0489161168708766,0.02903270042423701,0.31733502472324565,0.43449685481907546
CSGS7,q2_2020,4,persistence_condition_cqr,0.29585296889726675,0.14530429839025807,0.6113044239261882,0.8755943890367824
CSGS7,q2_2020,4,robust_condition_cqr,0.14033930254476912,0.0867083549106043,0.2869786562963391,0.4680515855412521
CSGS7,q2_2020,4,robust_local_cqr,0.05362865221489166,0.03385769152454029,0.3341124895762325,0.4364726521560157
CSGS7,q2_2020,4,robust_risk_mondrian,0.14222431668237512,0.05650093409712749,0.31046724131016046,0.45420485805467614
CSGS7,q2_2020,4,robust_rolling_cqr,0.15541941564561734,0.0884980102078878,0.2815348053440062,0.4754717691992786
CSGS7,q3_2020,1,clean_condition_cqr,0.43125,0.14643701334816464,0.38610422481469797,0.6527235754203928
CSGS7,q3_2020,1,lgbm_condition_cqr,0.23836206896551726,0.0979845661846496,0.40369107731550874,0.5785187056816252
