station,horizon_steps,horizon_minutes,method,groups,folds,worst_group_undercoverage,q90_group_undercoverage,mean_group_absolute_coverage_error,mean_normalized_width,mean_normalized_interval_score,clean_normalized_interval_score,mean_mae,attempted_predictions,usable_predictions,unavailable_predictions,prediction_availability,minimum_group_availability,mean_group_service_coverage,worst_group_service_undercoverage
CSGS8,1,15,lgbm_condition_cqr,40,4,0.7125,0.47020617167497647,0.2171188369444889,0.31864797183988564,0.7017548831597222,0.3079542426682108,4.087924207107169,115520,115520,0,1.0,1.0,0.7046726662368407,0.7125
CSGS8,1,15,oracle_ramp_mondrian,40,4,0.1352941176470589,0.08341399851079677,0.032896314268034924,0.17193824843549757,0.2036481142628211,0.19013706903248692,1.3595848875840655,115520,115520,0,1.0,1.0,0.9021301973816682,0.1352941176470589
CSGS8,1,15,persistence_condition_cqr,40,4,0.9,0.9,0.33394420552426823,0.29150089771619003,0.7657786811859321,0.6839031436793516,3.6079113064001183,115520,115520,0,1.0,1.0,0.5954376379120607,0.9
CSGS8,1,15,robust_condition_cqr,40,4,0.49558823529411766,0.3382352941176473,0.15429388291844687,0.1313156980538924,0.2543458075203597,0.24813243169732643,1.3595848875840655,115520,115520,0,1.0,1.0,0.7609742486947091,0.49558823529411766
CSGS8,1,15,robust_local_cqr,40,4,0.4073529411764706,0.26764705882352957,0.10886408258259564,0.14718780320732924,0.22134237224053685,0.2106242717975316,1.3595848875840655,115520,115520,0,1.0,1.0,0.8304304816614977,0.4073529411764706
CSGS8,1,15,robust_risk_mondrian,40,4,0.4147058823529412,0.2830882352941178,0.1287324761078384,0.13969918798822156,0.23756760750012323,0.22287204403277622,1.3595848875840655,115520,115520,0,1.0,1.0,0.7934953581919431,0.4147058823529412
CSGS8,1,15,robust_rolling_cqr,40,4,0.525,0.31518930776730597,0.149381218212985,0.1326556287003547,0.25243173264634133,0.2446543718617256,1.3595848875840655,115520,115520,0,1.0,1.0,0.7665687446385726,0.525
CSGS8,4,60,clean_condition_cqr,40,4,0.3943820224719101,0.2769307615461463,0.10982819290708816,0.27887953557757283,0.49036045440618753,0.27753492116586,2.93663947600335,115520,115520,0,1.0,1.0,0.8149756714858423,0.3943820224719101
CSGS8,4,60,lgbm_condition_cqr,40,4,0.41515151515151516,0.25435199801900515,0.10764586574183195,0.31343076125157177,0.4984122014733609,0.3163722821444256,2.99950951018847,115520,115520,0,1.0,1.0,0.825258744783342,0.41515151515151516
CSGS8,4,60,oracle_ramp_mondrian,40,4,0.2246753246753247,0.13073593073593087,0.048772659789875134,0.19277741220661956,0.2518060445400671,0.23140522856628556,1.4352220388793377,115520,115520,0,1.0,1.0,0.8943545962794847,0.2246753246753247
CSGS8,4,60,persistence_condition_cqr,40,4,0.9,0.9,0.3638770165472756,0.41917761545820065,1.048336645450041,0.9696120901006897,6.024722164927519,115520,115520,0,1.0,1.0,0.5745266600282226,0.9
CSGS8,4,60,robust_condition_cqr,40,4,0.41515151515151516,0.2826839826839828,0.08194911566434561,0.15782008666890843,0.27853652847837196,0.2586719880299377,1.4352220388793377,115520,115520,0,1.0,1.0,0.8349597462051024,0.41515151515151516
CSGS8,4,60,robust_local_cqr,40,4,0.3632034632034632,0.23982683982683997,0.06723255364438466,0.1778270987207872,0.25975319294496274,0.2408931014059183,1.4352220388793377,115520,115520,0,1.0,1.0,0.8866981891272852,0.3632034632034632
CSGS8,4,60,robust_risk_mondrian,40,4,0.3502164502164502,0.28095238095238095,0.06839253507694107,0.16531539673204212,0.2728914926857059,0.24941532819415735,1.4352220388793377,115520,115520,0,1.0,1.0,0.8538126867845731,0.3502164502164502
CSGS8,4,60,robust_rolling_cqr,40,4,0.42380952380952386,0.24588744588744602,0.07850209680669279,0.15783770667118335,0.277332540678664,0.2562647332608008,1.4352220388793377,115520,115520,0,1.0,1.0,0.8333643412383566,0.42380952380952386
