station,fold,horizon_steps,method,condition,ramp_direction,attempted_n,usable_n,covered_n,mean_width,median_width,interval_score,mae,n,unavailable_n,availability_rate,coverage,issued_coverage,service_coverage,coverage_error,undercoverage_error,overcoverage_error,service_coverage_error,service_undercoverage_error,service_overcoverage_error,normalized_width,normalized_interval_score,rmse,metric_denominator,service_denominator,mean_interval_score
CSGS2,q1_2020,1,lgbm_condition_cqr,clean,down,96,96,33,24.31696653366089,22.408510208129883,108.82651843130589,15.050672341138124,96,0,1.0,0.34375,0.34375,0.34375,0.55625,0.55625,0.0,0.55625,0.55625,0.0,0.18705358872046837,0.8371270648561991,16.632979355865448,usable_predictions,attempted_predictions,108.82651843130589
CSGS2,q1_2020,1,lgbm_condition_cqr,clean,up,87,87,28,24.487385149659783,24.86751937866211,125.21080543529028,16.375033378601074,87,0,1.0,0.3218390804597701,0.3218390804597701,0.3218390804597701,0.57816091954023,0.57816091954023,0.0,0.57816091954023,0.57816091954023,0.0,0.1883645011512291,0.9631600418099252,18.13764694146752,usable_predictions,attempted_predictions,125.21080543529028
CSGS2,q1_2020,1,lgbm_condition_cqr,combined_outage,down,96,96,95,73.26962264378865,74.8328628540039,73.73869689305623,17.509715863813955,96,0,1.0,0.9895833333333334,0.9895833333333334,0.9895833333333334,0.08958333333333335,0.0,0.08958333333333335,0.08958333333333335,0.0,0.08958333333333335,0.5636124818752973,0.5672207453312018,22.443118011764707,usable_predictions,attempted_predictions,73.73869689305623
CSGS2,q1_2020,1,lgbm_condition_cqr,combined_outage,up,87,87,69,77.79622729071255,77.85218811035156,117.40680194723195,34.82255041188207,87,0,1.0,0.7931034482758621,0.7931034482758621,0.7931034482758621,0.10689655172413792,0.10689655172413792,0.0,0.10689655172413792,0.10689655172413792,0.0,0.5984325176208658,0.9031292457479381,41.314605151310396,usable_predictions,attempted_predictions,117.40680194723195
CSGS2,q1_2020,1,lgbm_condition_cqr,irradiance_outage,down,96,96,37,27.301984240611393,27.085275650024414,100.80762364963691,11.545812297612429,96,0,1.0,0.3854166666666667,0.3854166666666667,0.3854166666666667,0.5145833333333334,0.5145833333333334,0.0,0.5145833333333334,0.5145833333333334,0.0,0.21001526338931842,0.7754432588433608,13.198230838056277,usable_predictions,attempted_predictions,100.80762364963691
CSGS2,q1_2020,1,lgbm_condition_cqr,irradiance_outage,up,87,87,33,26.507936688675276,26.461872100830078,107.1873597029982,18.233617004306836,87,0,1.0,0.3793103448275862,0.3793103448275862,0.3793103448275862,0.5206896551724138,0.5206896551724138,0.0,0.5206896551724138,0.5206896551724138,0.0,0.20390720529750211,0.8245181515615245,20.21712738224577,usable_predictions,attempted_predictions,107.1873597029982
CSGS2,q1_2020,1,lgbm_condition_cqr,recent_power_outage,down,96,96,95,73.46918598810832,75.03772354125977,73.80788501103719,16.01772180075447,96,0,1.0,0.9895833333333334,0.9895833333333334,0.9895833333333334,0.08958333333333335,0.0,0.08958333333333335,0.08958333333333335,0.0,0.08958333333333335,0.5651475845239101,0.567752961623363,20.67030812277062,usable_predictions,attempted_predictions,73.80788501103719
CSGS2,q1_2020,1,lgbm_condition_cqr,recent_power_outage,up,87,87,69,78.554362593026,78.60269927978516,119.8233203230233,33.38653768342117,87,0,1.0,0.7931034482758621,0.7931034482758621,0.7931034482758621,0.10689655172413792,0.10689655172413792,0.0,0.10689655172413792,0.10689655172413792,0.0,0.6042643276386616,0.9217178486386407,39.74136675322106,usable_predictions,attempted_predictions,119.8233203230233
CSGS2,q1_2020,1,lgbm_condition_cqr,weather_outage,down,96,96,31,24.19067172209422,22.475231170654297,111.79399952789147,15.132489391913017,96,0,1.0,0.3229166666666667,0.3229166666666667,0.3229166666666667,0.5770833333333334,0.5770833333333334,0.0,0.5770833333333334,0.5770833333333334,0.0,0.18608209016995553,0.859953842522242,16.678825536164698,usable_predictions,attempted_predictions,111.79399952789147
CSGS2,q1_2020,1,lgbm_condition_cqr,weather_outage,up,87,87,24,24.02054572927541,24.32929801940918,125.37745788179595,16.53196593536728,87,0,1.0,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.6241379310344828,0.6241379310344828,0.0,0.6241379310344828,0.6241379310344828,0.0,0.1847734286867339,0.9644419837061227,18.226179596183407,usable_predictions,attempted_predictions,125.37745788179595
