fold,horizon_steps,method_base,condition,ramp_group,n_base,coverage_base,coverage_error_base,mean_width_base,median_width_base,interval_score_base,mae_base,rmse_base,undercoverage_error_base,overcoverage_error_base,normalized_width_base,normalized_interval_score_base,method_local,n_local,coverage_local,coverage_error_local,mean_width_local,median_width_local,interval_score_local,mae_local,rmse_local,undercoverage_error_local,overcoverage_error_local,normalized_width_local,normalized_interval_score_local,undercoverage_improvement,coverage_error_improvement,interval_score_change,width_change
q2_2020,1,robust_condition_cqr,clean,non_ramp,5488,0.9526239067055392,0.0526239067055392,5.828968852453156,4.492166638374329,6.487796923374408,0.9831039178153176,1.7365668179576148,0.0,0.0526239067055392,0.1165793770490631,0.1297559384674881,robust_local_cqr,5488,0.9639212827988338,0.0639212827988338,6.2691049242817325,4.596920967102051,6.757377532621571,0.9831039178153176,1.7365668179576148,0.0,0.0639212827988338,0.1253820984856346,0.1351475506524314,0.0,-0.011297376093294599,0.26958060924716243,0.4401360718285767
q2_2020,1,robust_condition_cqr,clean,ramp,336,0.4910714285714285,0.4089285714285715,12.270190630995092,12.668638706207275,42.004519169174486,6.680002219265416,7.634602837168875,0.4089285714285715,0.0,0.2454038126199018,0.8400903833834897,robust_local_cqr,336,0.5625,0.3375,13.234891652351331,13.879869937896729,38.94289250388032,6.680002219265416,7.634602837168875,0.3375,0.0,0.2646978330470266,0.7788578500776063,0.07142857142857145,0.07142857142857145,-3.0616266652941633,0.9647010213562393
q2_2020,1,robust_condition_cqr,combined_outage,non_ramp,5488,0.8606049562682215,0.0393950437317784,8.3636301964219,8.567580461502075,15.520876983998097,2.44810253916156,4.160180100630533,0.0393950437317784,0.0,0.1672726039284379,0.3104175396799619,robust_local_cqr,5488,0.918002915451895,0.018002915451895,10.907370652557516,9.02349042892456,14.036959064738593,2.44810253916156,4.160180100630533,0.0,0.018002915451895,0.2181474130511503,0.2807391812947718,0.0393950437317784,0.0213921282798834,-1.483917919259504,2.543740456135616
q2_2020,1,robust_condition_cqr,combined_outage,ramp,336,0.6369047619047619,0.2630952380952381,13.877599975182896,13.97210168838501,38.73524129177843,5.9878730571695735,7.42859360414345,0.2630952380952381,0.0,0.2775519995036579,0.7747048258355685,robust_local_cqr,336,0.7916666666666666,0.1083333333333333,20.362884871351223,18.294545650482178,32.614607300831096,5.9878730571695735,7.42859360414345,0.1083333333333333,0.0,0.4072576974270244,0.6522921460166219,0.15476190476190482,0.15476190476190482,-6.120633990947333,6.485284896168327
q2_2020,1,robust_condition_cqr,irradiance_outage,non_ramp,5488,0.9480685131195336,0.0480685131195335,6.310117056160686,5.22070574760437,7.090651291707384,1.034761771587191,1.8157481136249285,0.0,0.0480685131195335,0.1262023411232137,0.1418130258341476,robust_local_cqr,5488,0.9600947521865888,0.0600947521865888,6.735052695346087,5.441189765930176,7.324135995294329,1.034761771587191,1.8157481136249285,0.0,0.0600947521865888,0.1347010539069217,0.1464827199058865,0.0,-0.0120262390670553,0.23348470358694495,0.4249356391854011
q2_2020,1,robust_condition_cqr,irradiance_outage,ramp,336,0.5029761904761905,0.3970238095238095,12.559917672404222,12.788440704345703,43.51691031420515,6.841918455348129,7.800465101246798,0.3970238095238095,0.0,0.2511983534480844,0.870338206284103,robust_local_cqr,336,0.5535714285714286,0.3464285714285714,13.59353138009707,14.116780281066896,40.05114576078597,6.841918455348129,7.800465101246798,0.3464285714285714,0.0,0.2718706276019414,0.8010229152157193,0.05059523809523808,0.05059523809523808,-3.465764553419177,1.033613707692849
q2_2020,1,robust_condition_cqr,recent_power_outage,non_ramp,5488,0.8675291545189504,0.0324708454810496,8.087877633547071,7.812370300292969,15.08905612030528,2.26481634606796,4.076891802403764,0.0324708454810496,0.0,0.1617575526709414,0.3017811224061056,robust_local_cqr,5488,0.9395043731778424,0.0395043731778425,10.901427384946992,8.02156114578247,13.024995805393964,2.26481634606796,4.076891802403764,0.0,0.0395043731778425,0.2180285476989398,0.2604999161078792,0.0324708454810496,-0.007033527696792899,-2.064060314911316,2.81354975139992
q2_2020,1,robust_condition_cqr,recent_power_outage,ramp,336,0.6785714285714286,0.2214285714285714,13.83957436396962,14.076765060424805,32.14902276084537,5.600619894762834,7.030670869769149,0.2214285714285714,0.0,0.2767914872793924,0.6429804552169074,robust_local_cqr,336,0.8363095238095238,0.0636904761904761,20.303519711341885,18.379311561584476,28.978249298408628,5.600619894762834,7.030670869769149,0.0636904761904761,0.0,0.4060703942268377,0.5795649859681725,0.1577380952380953,0.1577380952380953,-3.170773462436742,6.463945347372265
q2_2020,1,robust_condition_cqr,weather_outage,non_ramp,5488,0.9511661807580176,0.0511661807580174,5.98650015450969,4.905137240886688,6.647934408871488,1.0032933540362194,1.747638779524611,0.0,0.0511661807580174,0.1197300030901938,0.1329586881774297,robust_local_cqr,5488,0.965561224489796,0.0655612244897958,6.434025168310896,5.007700443267822,6.932257428075571,1.0032933540362194,1.747638779524611,0.0,0.0655612244897958,0.1286805033662179,0.1386451485615114,0.0,-0.014395043731778405,0.2843230192040833,0.44752501380120613
q2_2020,1,robust_condition_cqr,weather_outage,ramp,336,0.4970238095238095,0.4029761904761905,12.284906416067056,12.721224784851074,42.51669707929804,6.682118631189778,7.63356719546575,0.4029761904761905,0.0,0.2456981283213411,0.8503339415859608,robust_local_cqr,336,0.5595238095238095,0.3404761904761905,13.243319892102765,13.777652263641356,39.50632109138228,6.682118631189778,7.63356719546575,0.3404761904761905,0.0,0.2648663978420553,0.7901264218276455,0.0625,0.0625,-3.010375987915758,0.9584134760357088
